envi002	9.099564e-02	1.675188e-01	7.444490e-01	7.471556e+00
envi003	6.651246e-02	1.525147e-01	7.893862e-01	7.335425e+00
envi006	3.764580e-02	6.406165e-02	8.053412e-01	6.644683e+00
envi014	3.436727e-02	5.627220e-02	9.387070e-01	8.760271e+00
envi017	7.997528e-02	1.537539e-01	6.664175e-01	6.148353e+00
envi020	5.655728e-02	7.888779e-02	7.226963e-01	6.332700e+00
envi021	5.025099e-02	7.156904e-02	7.175566e-01	5.706073e+00
envi022	3.614466e-02	6.069714e-02	7.648271e-01	7.038455e+00
envi026	2.348269e-02	4.554596e-02	7.136537e-01	5.848870e+00
envi027	1.214268e-01	1.948024e-01	7.665479e-01	6.737717e+00
envi028	5.141508e-02	8.096562e-02	7.352233e-01	6.999129e+00
envi029	1.482028e-01	1.336684e-01	5.371874e-01	6.544648e+00
envi049	9.143662e-02	1.524464e-01	9.204048e-01	8.197684e+00
envi050	3.788195e-02	6.177298e-02	7.156534e-01	7.263870e+00
envi055	7.534901e-02	1.462159e-01	6.475954e-01	5.619364e+00
envi056	2.488668e-02	4.288792e-02	6.392809e-01	5.973041e+00
envi057	5.352321e-02	7.568875e-02	5.771716e-01	6.262188e+00
envi058	1.132854e-01	1.825731e-01	7.044515e-01	6.702818e+00
envi059	1.341643e-01	1.210057e-01	5.327480e-01	3.185605e+00
envi060	7.066939e-01	6.299048e-01	5.349766e-01	3.132009e+00
envi065	4.658418e-02	1.031232e-01	1.004120e+00	9.721416e+00
envi070	8.743943e-02	1.642390e-01	6.917746e-01	6.020867e+00
envi075	7.256470e-02	1.204480e-01	6.227053e-01	5.961434e+00
envi080	2.777546e-01	2.516766e-01	5.519519e-01	4.888280e+00
envi084	7.895872e-02	7.357045e-02	6.112399e-01	5.164946e+00
envi100	8.904893e-02	1.899618e-01	7.280008e-01	7.449228e+00
envi101	1.988123e-02	3.334466e-02	6.700623e-01	5.397036e+00
envi103	6.202972e-02	8.362648e-02	8.895623e-01	8.795543e+00
envi106	9.076347e-02	7.583510e-02	4.648489e-01	3.593794e+00
envi110	4.060166e-02	1.022179e-01	7.602002e-01	7.392093e+00
envi117	6.312937e-02	9.383411e-02	6.683390e-01	7.652322e+00
envi118	1.210573e-01	1.064966e-01	6.553460e-01	6.045733e+00
envi119	5.671288e-02	1.100043e-01	7.815728e-01	6.790401e+00
envi121	1.230321e-01	1.636407e-01	9.072937e-01	7.972587e+00
envi122	1.246065e-01	1.978367e-01	6.164025e-01	5.195455e+00
envi132	1.564231e-02	3.332096e-02	6.191608e-01	7.334067e+00
envi134	6.036573e-02	7.598426e-02	6.770767e-01	6.317928e+00
envi142	2.692965e-02	3.986787e-02	6.421653e-01	7.077263e+00
envi143	7.283729e-02	1.163501e-01	6.192622e-01	5.756911e+00
envi144	6.308500e-02	9.194047e-02	7.594850e-01	6.518156e+00
envi147	2.003128e-02	3.701709e-02	7.750876e-01	7.421961e+00
envi148	6.561424e-02	9.102524e-02	6.391311e-01	5.234974e+00
envi150	5.866041e-02	6.017075e-02	6.014830e-01	4.799088e+00
envi161	6.024916e-02	9.759405e-02	6.999804e-01	7.080650e+00
envi162	1.698850e-01	2.519746e-01	7.354672e-01	6.895294e+00
envi163	7.755811e-02	1.253308e-01	8.561945e-01	7.978855e+00
envi166	1.384045e-01	1.225773e-01	5.286351e-01	3.147865e+00
envi167	5.248527e-02	1.045656e-01	7.618009e-01	6.838792e+00
envi168	5.070214e-02	8.604431e-02	7.412670e-01	7.395340e+00
envi172	1.145704e-01	1.918184e-01	7.679934e-01	7.396737e+00
envi173	9.003378e-02	1.623168e-01	7.246728e-01	7.304404e+00
envi179	2.507017e-02	3.653999e-02	6.434487e-01	6.315306e+00
envi182	8.520686e-02	1.443859e-01	6.952926e-01	6.879530e+00
envi187	2.793332e-02	4.652851e-02	8.796253e-01	8.425705e+00
envi193	2.042829e-02	3.258627e-02	6.024723e-01	4.802781e+00
envi198	1.531152e-02	3.669691e-02	1.032510e+00	1.050491e+01
envi201	1.608728e-01	2.803206e-01	6.332589e-01	5.749798e+00
envi203	4.392568e-02	6.861623e-02	8.513004e-01	7.632455e+00
envi206	3.240029e-02	6.277996e-02	7.718350e-01	6.613053e+00
envi208	9.554685e-02	1.002123e-01	7.083985e-01	8.073082e+00
envi210	3.966851e-02	7.343550e-02	6.585501e-01	6.829371e+00
envi213	3.760571e-01	3.274537e-01	5.227447e-01	3.119646e+00
envi216	2.073742e-02	4.521620e-02	1.282805e+00	1.306775e+01
envi217	3.034404e-02	5.647746e-02	7.291135e-01	8.295793e+00
envi218	3.260151e-02	4.828815e-02	8.010364e-01	7.757361e+00
